Please enter a test file followed by ENTER: Tests/15_puzzle_100_instances_korf.txt
Instance                                Solved   Time         Nodes Expanded   Distance
13 0 9 12 11 6 3 5 15 8 1 10 4 14 2 7    True   0.230982        1156960         53
14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 0    True   164.543         857750547       62
12 3 9 1 4 5 10 2 6 11 15 0 14 7 13 8    True   0.076441        345265          49
15 8 10 7 0 12 14 1 5 9 6 3 13 11 4 2    True   1.66939         8642498         55
4 7 13 10 1 2 9 6 12 8 14 5 3 0 11 15    True   0.039714        191940          44
6 0 5 10 11 12 9 2 1 7 4 3 14 8 13 15    True   0.030416        121569          45
9 5 11 10 13 0 2 1 8 6 14 12 4 7 3 15    True   1.46145         7873411         52
15 2 12 11 14 13 9 5 1 3 8 7 0 10 6 4    True   151.462         859595702       65
11 1 7 4 10 13 3 8 9 14 0 15 6 5 2 12    True   1.38194         8139146         54
5 4 7 1 11 12 14 15 10 13 8 6 2 0 9 3    True   0.172717        1076404         50
9 7 5 2 14 15 12 10 11 3 6 1 8 13 0 4    True   4.22524         25738149        57
3 2 7 9 0 15 12 4 6 11 5 14 8 13 10 1    True   3.38125         21217777        57
13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15    True   0.039398        210511          46
5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2    True   0.009011        48477           53
4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14    True   0.293642        1667261         50
1 7 15 14 2 6 4 9 12 11 13 3 0 8 5 10    True   0.025144        144362          49
9 14 5 7 8 15 1 2 10 4 13 6 12 0 11 3    True   0.018435        103751          44
0 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6    True   14.82           85613922        54
7 15 4 0 10 9 2 5 12 11 13 6 1 3 14 8    True   1.54609         9248298         57
11 4 0 8 6 10 5 13 12 7 14 3 1 2 9 15    True   2.5476          15085422        54
