Please enter a test file followed by ENTER: Tests/15_puzzle_100_instances_korf.txt
Instance                                Solved   Time         Nodes Expanded   Distance
11 6 14 12 3 5 1 15 8 0 10 13 9 7 4 2    True   65.3181         98306724        61
7 1 2 4 8 3 6 11 10 15 0 5 14 12 13 9    True   10.3817         15484748        50
7 3 1 13 12 10 5 2 8 0 6 11 14 15 4 9    True   4.01568         5969759         51
6 0 5 15 1 14 4 9 2 13 8 10 11 12 7 3    True   15.7771         24010329        53
15 1 3 12 4 0 6 5 2 8 14 9 13 10 7 11    True   8.6498          12081925        52
5 7 0 11 12 1 9 10 15 6 2 3 8 4 13 14    True   0.164714        178883          44
12 15 11 10 4 5 14 0 13 7 1 2 9 8 3 6    True   31.9692         47911049        56
6 14 10 5 15 8 7 1 3 4 2 0 12 9 11 13    True   0.282557        368884          49
14 13 4 11 15 8 6 9 0 7 3 1 2 10 12 5    True   1.89703         2611371         56
14 4 0 10 6 5 1 3 9 2 13 15 12 7 8 11    True   2.70177         3856540         48
15 10 8 3 0 6 9 5 1 14 13 11 7 2 12 4    True   64.5273         94918931        57
0 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7    True   3.89621         5703560         54
3 14 13 6 4 15 8 9 5 12 10 0 2 7 1 11    True   1.39965         2023791         53
0 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15    True   0.052848        63860           42
11 0 15 8 13 12 3 5 10 1 4 6 14 9 7 2    True   5.28215         7908728         57
13 0 9 12 11 6 3 5 15 8 1 10 4 14 2 7    True   0.992479        1648503         53
14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 0    True   1434.15         2473580644      62
12 3 9 1 4 5 10 2 6 11 15 0 14 7 13 8    True   4.12515         7870290         49
15 8 10 7 0 12 14 1 5 9 6 3 13 11 4 2    True   6.48336         13006902        55
4 7 13 10 1 2 9 6 12 8 14 5 3 0 11 15    True   0.129965        228416          44
6 0 5 10 11 12 9 2 1 7 4 3 14 8 13 15    True   0.209888        420504          45
9 5 11 10 13 0 2 1 8 6 14 12 4 7 3 15    True   13.5283         26327376        52
15 2 12 11 14 13 9 5 1 3 8 7 0 10 6 4    True   282.115         900344548       65
11 1 7 4 10 13 3 8 9 14 0 15 6 5 2 12    True   1.56493         7543960         54
5 4 7 1 11 12 14 15 10 13 8 6 2 0 9 3    True   0.216415        1083565         50
9 7 5 2 14 15 12 10 11 3 6 1 8 13 0 4    True   5.82758         28840542        57
3 2 7 9 0 15 12 4 6 11 5 14 8 13 10 1    True   2.09096         10548331        57
13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15    True   0.122608        589110          46
5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2    True   0.012374        62226           53
4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14    True   0.328599        1575551         50
1 7 15 14 2 6 4 9 12 11 13 3 0 8 5 10    True   0.049131        237081          49
9 14 5 7 8 15 1 2 10 4 13 6 12 0 11 3    True   0.056734        276469          44
0 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6    True   19.8915         93079986        54
7 15 4 0 10 9 2 5 12 11 13 6 1 3 14 8    True   2.22888         10742915        57
11 4 0 8 6 10 5 13 12 7 14 3 1 2 9 15    True   2.26297         10834972        54
