Por favor, ingrese un archivo de prueba seguido de ENTER: ../Tests/15_puzzle_100_instances_korf.txt
Instancia                                 Resuelto       Tiempo         Nodos Expandidos   Distancia
14 4 0 10 6 5 1 3 9 2 13 15 12 7 8 11    Verdadero       0.630752 ms     2680278                 48
15 10 8 3 0 6 9 5 1 14 13 11 7 2 12 4    Verdadero       3.4289 ms       13125688                57
0 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7    Verdadero       0.731388 ms     3331066                 54
3 14 13 6 4 15 8 9 5 12 10 0 2 7 1 11    Verdadero       0.111448 ms     576394                  53
0 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15    Verdadero       0.006619 ms     40728                   42
11 0 15 8 13 12 3 5 10 1 4 6 14 9 7 2    Verdadero       4.28257 ms      18498210                57
13 0 9 12 11 6 3 5 15 8 1 10 4 14 2 7    Verdadero       0.105024 ms     399080                  53
14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 0    Verdadero       54.5318 ms      180129366               62
12 3 9 1 4 5 10 2 6 11 15 0 14 7 13 8    Verdadero       0.049028 ms     253906                  49
15 8 10 7 0 12 14 1 5 9 6 3 13 11 4 2    Verdadero       1.09802 ms      4347574                 55
4 7 13 10 1 2 9 6 12 8 14 5 3 0 11 15    Verdadero       0.029918 ms     151310                  44
6 0 5 10 11 12 9 2 1 7 4 3 14 8 13 15    Verdadero       0.028642 ms     127090                  45
9 5 11 10 13 0 2 1 8 6 14 12 4 7 3 15    Verdadero       1.30495 ms      5228032                 52
15 2 12 11 14 13 9 5 1 3 8 7 0 10 6 4    Verdadero       181.258 ms      624056504               65
11 1 7 4 10 13 3 8 9 14 0 15 6 5 2 12    Verdadero       1.41543 ms      6667782                 54
5 4 7 1 11 12 14 15 10 13 8 6 2 0 9 3    Verdadero       0.174462 ms     1022510                 50
9 7 5 2 14 15 12 10 11 3 6 1 8 13 0 4    Verdadero       3.65232 ms      14697598                57
3 2 7 9 0 15 12 4 6 11 5 14 8 13 10 1    Verdadero       6.98013 ms      24695114                57
13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15    Verdadero       0.066341 ms     327422                  46
5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2    Verdadero       0.121043 ms     539190                  53
4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14    Verdadero       0.280211 ms     1252556                 50
1 7 15 14 2 6 4 9 12 11 13 3 0 8 5 10    Verdadero       0.065928 ms     232818                  49
9 14 5 7 8 15 1 2 10 4 13 6 12 0 11 3    Verdadero       0.013784 ms     49432                   44
0 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6    Verdadero       5.31475 ms      19643688                54
7 15 4 0 10 9 2 5 12 11 13 6 1 3 14 8    Verdadero       1.02783 ms      3769644                 57
11 4 0 8 6 10 5 13 12 7 14 3 1 2 9 15    Verdadero       2.69461 ms      10359882                54
